location.1,total_deaths,date,individualism,masculinity,powerdistance,indulgence,uncertaintyavoidance,longtermorientation,democracyindex2021,gdp_per_capita,aged_65_older,stringency_index,population,country_region,date.1,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Angola,260,04/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,04/05/2020,-77,-32,-91,-61,-42,21
Angola,264,05/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,05/05/2020,-76,-28,-90,-58,-43,21
Angola,273,06/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,06/05/2020,-75,-25,-89,-55,-40,20
Angola,282,07/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,07/05/2020,-73,-23,-89,-55,-40,21
Angola,293,08/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,08/05/2020,-72,-18,-89,-53,-38,23
Angola,300,09/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,09/05/2020,-75,-20,-91,-53,-31,21
Angola,305,10/05/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,10/05/2020,-82,-41,-93,-65,-35,21
Angola,314,11/05/2020,46,56,49,62,86,20,7,18934,11,94,45605823,Argentina,11/05/2020,-71,-24,-88,-53,-36,19
Angola,319,12/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,12/05/2020,-70,-21,-88,-51,-36,19
Angola,329,13/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,13/05/2020,-70,-22,-87,-52,-35,19
Angola,353,14/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,14/05/2020,-70,-23,-88,-53,-35,18
Angola,356,15/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,15/05/2020,-70,-18,-88,-52,-34,22
Angola,363,16/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,16/05/2020,-72,-19,-89,-51,-27,20
Angola,373,17/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,17/05/2020,-80,-40,-91,-63,-30,20
Angola,382,18/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,18/05/2020,-69,-24,-88,-53,-32,18
Angola,393,19/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,19/05/2020,-68,-22,-87,-52,-33,18
Angola,403,20/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,20/05/2020,-69,-24,-86,-54,-33,18
Angola,416,21/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,21/05/2020,-71,-27,-88,-57,-35,21
Angola,433,22/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,22/05/2020,-70,-22,-88,-55,-33,22
Angola,445,23/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,23/05/2020,-70,-16,-89,-51,-24,20
Angola,452,24/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,24/05/2020,-79,-35,-90,-62,-29,20
Angola,467,25/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,25/05/2020,-83,-53,-90,-73,-65,25
Angola,484,26/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,26/05/2020,-67,-22,-86,-53,-30,17
Angola,500,27/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,27/05/2020,-68,-22,-84,-54,-30,18
Angola,508,28/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,28/05/2020,-68,-23,-86,-53,-30,19
Angola,520,29/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,29/05/2020,-67,-18,-86,-52,-29,21
Angola,528,30/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,30/05/2020,-71,-19,-89,-54,-22,20
Angola,539,31/05/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,31/05/2020,-79,-39,-90,-65,-27,20
Angola,556,01/06/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,01/06/2020,-67,-24,-87,-54,-29,18
Angola,569,02/06/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,02/06/2020,-66,-20,-85,-52,-29,17
Angola,583,03/06/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,03/06/2020,-67,-21,-85,-53,-28,17
Angola,608,04/06/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,04/06/2020,-67,-21,-86,-53,-29,18
Angola,632,05/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,05/06/2020,-65,-16,-85,-52,-28,20
Angola,648,06/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,06/06/2020,-66,-12,-86,-50,-19,18
Angola,664,07/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,07/06/2020,-75,-33,-88,-61,-22,18
Angola,693,08/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,08/06/2020,-62,-17,-84,-51,-26,17
Angola,717,09/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,09/06/2020,-61,-16,-83,-49,-26,16
Angola,735,10/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,10/06/2020,-60,-14,-80,-49,-25,16
Angola,765,11/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,11/06/2020,-60,-15,-82,-48,-26,17
Angola,785,12/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,12/06/2020,-59,-11,-82,-48,-24,18
Angola,815,13/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,13/06/2020,-61,-10,-85,-47,-16,17
Angola,833,14/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,14/06/2020,-71,-29,-85,-59,-18,17
Angola,854,15/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,15/06/2020,-75,-40,-85,-68,-58,23
Angola,878,16/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,16/06/2020,-56,-11,-81,-46,-24,15
Angola,913,17/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,17/06/2020,-60,-16,-81,-49,-26,16
Angola,948,18/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,18/06/2020,-60,-17,-83,-51,-26,17
Angola,979,19/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,19/06/2020,-56,-7,-82,-49,-24,17
Angola,992,20/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,20/06/2020,-59,-4,-83,-45,-23,17
Angola,1011,21/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,21/06/2020,-71,-33,-86,-58,-5,15
Angola,1043,22/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,22/06/2020,-62,-25,-84,-55,-28,17
Angola,1078,23/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,23/06/2020,-61,-21,-83,-54,-28,17
Angola,1116,24/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,24/06/2020,-62,-21,-83,-53,-27,17
Angola,1150,25/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,25/06/2020,-62,-20,-84,-52,-27,18
Angola,1184,26/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,26/06/2020,-60,-14,-84,-51,-25,19
Angola,1207,27/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,27/06/2020,-61,-12,-84,-47,-17,18
Angola,1232,28/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,28/06/2020,-72,-33,-86,-61,-20,19
Angola,1280,29/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,29/06/2020,-59,-21,-84,-52,-27,17
Angola,1307,30/06/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,30/06/2020,-60,-23,-84,-55,-29,17
Angola,1351,01/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,01/07/2020,-62,-20,-82,-59,-29,17
Angola,1385,02/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,02/07/2020,-61,-19,-83,-58,-29,18
Angola,1437,03/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,03/07/2020,-59,-13,-82,-56,-27,19
Angola,1481,04/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,04/07/2020,-60,-12,-83,-54,-18,18
Angola,1507,05/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,05/07/2020,-70,-31,-83,-62,-20,18
Angola,1582,06/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,06/07/2020,-59,-19,-83,-56,-28,17
Angola,1644,07/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,07/07/2020,-58,-16,-83,-54,-29,17
Angola,1694,08/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,08/07/2020,-53,-6,-78,-50,-26,15
Angola,1720,09/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,09/07/2020,-72,-37,-83,-67,-57,23
Angola,1774,10/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,10/07/2020,-65,-23,-84,-65,-50,24
Angola,1810,11/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,11/07/2020,-59,-12,-82,-52,-19,18
Angola,1845,12/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,12/07/2020,-70,-34,-83,-62,-20,18
Angola,1903,13/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,13/07/2020,-56,-16,-81,-54,-27,16
Angola,1968,14/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,14/07/2020,-55,-15,-79,-53,-28,16
Angola,2050,15/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,15/07/2020,-56,-14,-77,-53,-26,16
Angola,2112,16/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,16/07/2020,-57,-18,-79,-55,-28,17
Angola,2178,17/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,17/07/2020,-54,-9,-79,-51,-25,18
Angola,2220,18/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,18/07/2020,-56,-10,-79,-51,-16,16
Angola,2260,19/07/2020,46,56,49,62,86,20,7,18934,11,93,45605823,Argentina,19/07/2020,-65,-27,-80,-57,-16,16
Angola,2373,20/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,20/07/2020,-51,-14,-79,-49,-24,14
Angola,2490,21/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,21/07/2020,-57,-20,-81,-53,-28,15
Angola,2588,22/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,22/07/2020,-59,-21,-80,-54,-27,16
Angola,2702,23/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,23/07/2020,-61,-25,-84,-57,-29,18
Angola,2807,24/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,24/07/2020,-57,-16,-81,-53,-26,19
Angola,2893,25/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,25/07/2020,-57,-12,-79,-48,-16,17
Angola,2939,26/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,26/07/2020,-67,-30,-79,-58,-18,17
Angola,3059,27/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,27/07/2020,-55,-19,-80,-53,-25,16
Angola,3179,28/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,28/07/2020,-54,-17,-78,-51,-26,15
Angola,3288,29/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,29/07/2020,-54,-17,-74,-51,-25,15
Angola,3441,30/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,30/07/2020,-56,-19,-78,-51,-26,17
Angola,3543,31/07/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,31/07/2020,-53,-13,-76,-50,-24,17
Angola,3596,01/08/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,01/08/2020,-53,-9,-75,-45,-15,16
Angola,3648,02/08/2020,46,56,49,62,86,20,7,18934,11,91,45605823,Argentina,02/08/2020,-63,-26,-73,-56,-17,16
Angola,3813,03/08/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,03/08/2020,-54,-17,-76,-50,-24,15
Angola,3979,04/08/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,04/08/2020,-52,-14,-73,-48,-25,14
Angola,4106,05/08/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,05/08/2020,-52,-13,-71,-49,-24,14
Angola,4251,06/08/2020,46,56,49,62,86,20,7,18934,11,89,45605823,Argentina,06/08/2020,-55,-17,-78,-52,-26,16
Angola,4411,07/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,07/08/2020,-54,-14,-79,-53,-25,18
Angola,4523,08/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,08/08/2020,-53,-8,-77,-45,-14,16
Angola,4606,09/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,09/08/2020,-65,-28,-78,-59,-19,17
Angola,4764,10/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,10/08/2020,-50,-14,-76,-49,-24,15
Angola,5004,11/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,11/08/2020,-50,-12,-74,-48,-25,15
Angola,5213,12/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,12/08/2020,-50,-13,-72,-48,-24,14
Angola,5362,13/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,13/08/2020,-50,-13,-73,-48,-24,16
Angola,5527,14/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,14/08/2020,-48,-8,-74,-46,-23,17
Angola,5637,15/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,15/08/2020,-45,1,-72,-38,-13,15
Angola,5703,16/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,16/08/2020,-57,-19,-72,-50,-12,15
Angola,5814,17/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,17/08/2020,-68,-40,-68,-65,-60,21
Angola,6048,18/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,18/08/2020,-51,-13,-74,-48,-23,14
Angola,6330,19/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,19/08/2020,-55,-18,-77,-52,-24,15
Angola,6517,20/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,20/08/2020,-55,-19,-75,-51,-24,16
Angola,6730,21/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,21/08/2020,-52,-11,-73,-48,-22,17
Angola,6848,22/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,22/08/2020,-52,-9,-71,-43,-13,15
Angola,6985,23/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,23/08/2020,-64,-29,-72,-54,-18,16
Angola,7366,24/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,24/08/2020,-53,-19,-73,-49,-23,15
Angola,7563,25/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,25/08/2020,-54,-20,-75,-51,-25,15
Angola,7839,26/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,26/08/2020,-57,-22,-76,-54,-24,15
Angola,8050,27/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,27/08/2020,-54,-20,-72,-49,-24,15
Angola,8271,28/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,28/08/2020,-53,-15,-73,-49,-22,17
Angola,8353,29/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,29/08/2020,-57,-16,-79,-50,-16,17
Angola,8457,30/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,30/08/2020,-65,-31,-73,-54,-20,17
Angola,8660,31/08/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,31/08/2020,-55,-22,-77,-51,-25,15
Angola,8919,01/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,01/09/2020,-56,-21,-78,-52,-27,16
Angola,9118,02/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,02/09/2020,-61,-28,-79,-62,-29,17
Angola,9361,03/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,03/09/2020,-55,-17,-75,-51,-26,16
Angola,9623,04/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,04/09/2020,-51,-11,-73,-47,-24,17
Angola,9739,05/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,05/09/2020,-51,-6,-71,-41,-15,15
Angola,9859,06/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,06/09/2020,-65,-29,-74,-54,-22,17
Angola,10129,07/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,07/09/2020,-51,-15,-72,-48,-27,15
Angola,10405,08/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,08/09/2020,-50,-13,-70,-46,-26,14
Angola,10658,09/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,09/09/2020,-52,-15,-70,-48,-25,13
Angola,10907,10/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,10/09/2020,-51,-16,-70,-46,-26,14
Angola,11148,11/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,11/09/2020,-50,-13,-71,-46,-24,16
Angola,11263,12/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,12/09/2020,-51,-11,-70,-41,-15,14
Angola,11352,13/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,13/09/2020,-62,-29,-69,-50,-20,15
Angola,11667,14/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,14/09/2020,-51,-19,-71,-48,-24,14
Angola,11852,15/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,15/09/2020,-50,-16,-71,-47,-25,14
Angola,12116,16/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,16/09/2020,-51,-17,-66,-46,-24,14
Angola,12460,17/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,17/09/2020,-52,-20,-69,-47,-25,15
Angola,12656,18/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,18/09/2020,-50,-13,-69,-45,-23,16
Angola,12799,19/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,19/09/2020,-51,-10,-69,-41,-15,15
Angola,13053,20/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,20/09/2020,-62,-29,-68,-50,-20,16
Angola,13482,21/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,21/09/2020,-51,-19,-69,-48,-27,15
Angola,13952,22/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,22/09/2020,-52,-17,-69,-46,-24,14
Angola,14376,23/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,23/09/2020,-54,-17,-66,-47,-23,14
Angola,14766,24/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,24/09/2020,-56,-21,-71,-48,-25,15
Angola,15208,25/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,25/09/2020,-57,-19,-76,-51,-24,18
Angola,15543,26/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,26/09/2020,-59,-19,-78,-53,-18,17
Angola,15749,27/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,27/09/2020,-70,-36,-80,-59,-23,18
Angola,16113,28/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,28/09/2020,-60,-32,-69,-47,-28,15
Angola,16519,29/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,29/09/2020,-51,-12,-68,-45,-23,13
Angola,16937,30/09/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,30/09/2020,-53,-16,-65,-45,-23,13
Angola,20288,01/10/2020,46,56,49,62,86,20,7,18934,11,88,45605823,Argentina,01/10/2020,-54,-16,-71,-48,-22,14
